Account No,Date,Description,Type,Balance
1406009,09-22-19,USER,Withdrawl,44442.5
1406009,09-30-19,USER,Withdrawl,44336.2
1406009,09-30-19,SYSTEM,Deposit,44650.8
1406009,10-02-19,USER,Withdrawl,40036.2
1406009,10-04-19,USER,Withdrawl,34996.2
1406009,10-05-19,USER,Withdrawl,27479.2
1406009,10-09-19,USER,Deposit,51623.2
1406009,10-22-19,USER,Withdrawl,43723.2
1406009,10-31-19,USER,Withdrawl,43691.8
1406009,10-31-19,USER,Deposit,43906.4
1406009,11-03-19,USER,Withdrawl,38591.8
1406009,11-05-19,USER,Withdrawl,31074.8
1406009,11-09-19,USER,Deposit,55218.8
1406009,11-21-19,USER,Withdrawl,45718.8
1406009,11-30-19,USER,Withdrawl,45698.1
1406009,11-30-19,USER,Deposit,45912.7
1406009,12-05-19,USER,Withdrawl,38381.1
1406009,12-09-19,USER,Deposit,74597.1
1406009,12-09-19,USER,Withdrawl,68197.1
1406009,12-16-19,USER,Withdrawl,64357.1
1406009,12-17-19,USER,Withdrawl,61957.1
1406009,12-21-19,USER,Withdrawl,47757.1
1406009,12-29-19,USER,Withdrawl,46557.1
1406009,12-31-19,USER,Withdrawl,46546.7
1406009,12-31-19,SYSTEM,Deposit,46785.3
,,,,
1406010,01-01-19,USER,Withdrawl,28406.1
1406010,01-04-19,USER,Withdrawl,26106.1
1406010,01-05-19,USER,Withdrawl,31540.1
1406010,01-05-19,USER,Deposit,32580.1
1406010,01-06-19,USER,Withdrawl,30900.1
1406010,01-08-19,USER,Withdrawl,27930.1
1406010,01-10-19,USER,Withdrawl,26010.1
1406010,01-11-19,USER,Withdrawl,25610.1
1406010,01-14-19,USER,Withdrawl,25465.1
1406010,01-15-19,USER,Withdrawl,23785.1
1406010,01-18-19,USER,Withdrawl,22185.1
1406010,01-30-19,USER,Withdrawl,19785.1
1406010,01-31-19,USER,Withdrawl,19673
1406010,01-31-19,USER,Deposit,19887.6
1406010,02-05-19,USER,Deposit,26347
1406010,02-08-19,USER,Withdrawl,23377
1406010,02-14-19,USER,Withdrawl,23232
1406010,02-28-19,USER,Withdrawl,23208.6
1406010,02-28-19,USER,Deposit,23324.2
1406010,03-05-19,USER,Withdrawl,22983.6
1406010,03-05-19,USER,Deposit,29783.6
1406010,03-08-19,USER,Withdrawl,26013.6
1406010,03-14-19,USER,Withdrawl,25868.6
1406010,03-17-19,USER,Withdrawl,22828.6
1406010,03-31-19,USER,Withdrawl,22814.4
1406010,03-31-19,SYSTEM,Deposit,22929
1406010,04-05-19,USER,Deposit,29388.4
1406010,04-08-19,USER,Withdrawl,26418.4
1406010,04-14-19,USER,Withdrawl,26273.4
1406010,04-30-19,USER,Withdrawl,26263.9
1406010,04-30-19,USER,Deposit,26378.5
1406010,05-04-19,USER,Withdrawl,25163.9
1406010,05-05-19,USER,Deposit,31637.9
1406010,05-08-19,USER,Withdrawl,28667.9
1406010,05-14-19,USER,Withdrawl,28522.9
1406010,05-31-19,USER,Withdrawl,28518
1406010,05-31-19,USER,Deposit,28640.6
1406010,06-03-19,USER,Withdrawl,23326
1406010,06-05-19,USER,Deposit,29800
1406010,06-08-19,USER,Withdrawl,26830
1406010,06-13-19,USER,Withdrawl,21630
1406010,06-14-19,USER,Withdrawl,21485
1406010,06-30-19,USER,Withdrawl,21469.6
1406010,06-30-19,SYSTEM,Deposit,21584.2
1406010,07-03-19,USER,Withdrawl,19769.6
1406010,07-05-19,USER,Deposit,26243.6
1406010,07-08-19,USER,Withdrawl,23273.6
1406010,07-09-19,USER,Withdrawl,21833.6
1406010,07-14-19,USER,Withdrawl,21688.6
1406010,07-31-19,USER,Withdrawl,21665
1406010,07-31-19,USER,Deposit,21779.6
1406010,08-02-19,USER,Withdrawl,16965
1406010,08-05-19,USER,Deposit,23439
1406010,08-08-19,USER,Withdrawl,20469
1406010,08-14-19,USER,Withdrawl,20324
1406010,08-31-19,USER,Deposit,20394.6
1406010,08-31-19,USER,Deposit,20409.2
1406010,09-01-19,USER,Withdrawl,16094.6
1406010,09-05-19,USER,Deposit,22568.6
1406010,09-08-19,USER,Withdrawl,19598.6
1406010,09-14-19,USER,Withdrawl,19453.6
1406010,09-30-19,USER,Withdrawl,19420.4
1406010,09-30-19,SYSTEM,Deposit,19535
1406010,10-01-19,USER,Withdrawl,17720.4
1406010,10-05-19,USER,Deposit,24194.4
1406010,10-08-19,USER,Withdrawl,21224.4
1406010,10-14-19,USER,Withdrawl,21079.4
1406010,10-31-19,USER,Withdrawl,21051.4
1406010,10-31-19,USER,Deposit,21166
1406010,11-05-19,USER,Deposit,27625.4
1406010,11-08-19,USER,Withdrawl,24655.4
1406010,11-14-19,USER,Withdrawl,24510.4
1406010,11-30-19,USER,Withdrawl,24007.5
1406010,11-30-19,USER,Withdrawl,23992.9
1406010,11-30-19,USER,Deposit,24607.5
1406010,12-05-19,USER,Deposit,30466.9
1406010,12-05-19,USER,Withdrawl,29566.9
1406010,12-08-19,USER,Withdrawl,26596.9
1406010,12-14-19,USER,Withdrawl,26451.9
1406010,12-30-19,USER,Withdrawl,24251.9
1406010,12-31-19,USER,Withdrawl,24245.5
1406010,12-31-19,SYSTEM,Deposit,24360.1
,,,,
1406011,01-04-19,USER,Withdrawl,27243
1406011,01-05-19,USER,Withdrawl,25163
1406011,01-05-19,USER,Withdrawl,26363
1406011,01-07-19,USER,Withdrawl,22231
1406011,01-09-19,USER,Withdrawl,21431
1406011,01-11-19,USER,Deposit,27809
1406011,01-22-19,USER,Withdrawl,25809
1406011,01-27-19,USER,Withdrawl,24449
1406011,01-30-19,USER,Withdrawl,23329
1406011,01-31-19,USER,Withdrawl,22622.7
1406011,01-31-19,USER,Withdrawl,22537.3
1406011,01-31-19,USER,Deposit,23437.3
1406011,02-07-19,USER,Withdrawl,19690.7
1406011,02-08-19,USER,Withdrawl,19090.7
1406011,02-11-19,USER,Deposit,25468.7
1406011,02-28-19,USER,Withdrawl,25454.5
1406011,02-28-19,USER,Deposit,25569.1
1406011,03-07-19,USER,Withdrawl,22622.5
1406011,03-10-19,USER,Withdrawl,18722.5
1406011,03-11-19,USER,Deposit,25100.5
1406011,03-31-19,USER,Withdrawl,25090.2
1406011,03-31-19,SYSTEM,Deposit,25204.8
1406011,04-07-19,USER,Withdrawl,22258.2
1406011,04-09-19,USER,Withdrawl,18258.2
1406011,04-11-19,USER,Deposit,24636.2
1406011,04-30-19,USER,Withdrawl,24623.2
1406011,04-30-19,USER,Deposit,24737.8
1406011,05-07-19,USER,Withdrawl,21791.2
1406011,05-09-19,USER,Withdrawl,13691.2
1406011,05-11-19,USER,Deposit,20069.2
1406011,05-31-19,USER,Withdrawl,20041.5
1406011,05-31-19,USER,Deposit,20156.1
1406011,06-07-19,USER,Withdrawl,17209.5
1406011,06-08-19,USER,Withdrawl,11609.5
1406011,06-11-19,USER,Deposit,17987.5
1406011,06-30-19,USER,Withdrawl,17947.3
1406011,06-30-19,SYSTEM,Deposit,18061.9
1406011,07-07-19,USER,Withdrawl,15115.3
1406011,07-11-19,USER,Deposit,21493.3
1406011,07-31-19,USER,Withdrawl,21463.6
1406011,07-31-19,USER,Deposit,21578.2
1406011,08-07-19,USER,Withdrawl,13963.6
1406011,08-07-19,USER,Withdrawl,11031.6
1406011,08-11-19,USER,Deposit,17409.6
1406011,08-31-19,USER,Withdrawl,17369.1
1406011,08-31-19,USER,Deposit,17483.7
1406011,09-06-19,USER,Withdrawl,13269.1
1406011,09-07-19,USER,Withdrawl,10337.1
1406011,09-11-19,USER,Deposit,16715.1
1406011,09-30-19,USER,Withdrawl,16667.1
1406011,09-30-19,SYSTEM,Deposit,16781.7
1406011,10-06-19,USER,Withdrawl,14367.1
1406011,10-07-19,USER,Withdrawl,11435.1
1406011,10-11-19,USER,Deposit,17813.1
1406011,10-31-19,USER,Withdrawl,17768.4
1406011,10-31-19,USER,Deposit,17883
1406011,11-05-19,USER,Withdrawl,14568.4
1406011,11-07-19,USER,Withdrawl,11636.4
1406011,11-11-19,USER,Deposit,18014.4
1406011,11-30-19,USER,Withdrawl,18001.1
1406011,11-30-19,USER,Deposit,18085.7
1406011,12-05-19,USER,Withdrawl,11271.1
1406011,12-07-19,USER,Withdrawl,8339.1
1406011,12-11-19,USER,Deposit,14717.1
1406011,12-31-19,USER,Withdrawl,14663
1406011,12-31-19,SYSTEM,Deposit,14777.6
,,,,
1406012,01-05-19,USER,Deposit,132400
1406012,01-14-19,USER,Deposit,174200
1406012,01-19-19,USER,Withdrawl,10000
1406012,01-25-19,USER,Deposit,13000
1406012,01-31-19,SYSTEM,Withdrawl,10000
1406012,02-08-19,USER,Deposit,28000
1406012,02-13-19,USER,Withdrawl,17000
1406012,02-28-19,SYSTEM,Withdrawl,14000
1406012,03-09-19,USER,Deposit,19000
1406012,03-13-19,USER,Withdrawl,13500
1406012,03-31-19,SYSTEM,Withdrawl,10500
1406012,03-31-19,SYSTEM,Deposit,10513.57
1406012,04-11-19,USER,Withdrawl,12013.57
1406012,04-17-19,USER,Deposit,12317.57
1406012,04-30-19,SYSTEM,Withdrawl,9317.57
1406012,05-31-19,SYSTEM,Withdrawl,6317.57
1406012,06-30-19,SYSTEM,Withdrawl,3317.57
1406012,06-30-19,SYSTEM,Deposit,3356.8
1406012,07-31-19,SYSTEM,Withdrawl,356.8
1406012,09-30-19,SYSTEM,Deposit,404.1
1406012,12-31-19,SYSTEM,Deposit,467.4
,,,,
1406013,01-11-19,USER,Withdrawl,17200
1406013,01-31-19,USER,Deposit,44515
1406013,01-31-19,USER,Deposit,47206
1406013,02-10-19,USER,Withdrawl,31215
1406013,02-28-19,USER,Deposit,31400.4
1406013,03-12-19,USER,Withdrawl,22900.4
1406013,03-31-19,SYSTEM,Deposit,23085.9
1406013,04-11-19,USER,Withdrawl,18885.9
1406013,04-30-19,USER,Deposit,19071.4
1406013,05-11-19,USER,Withdrawl,17271.4
1406013,05-31-19,USER,Deposit,17456.9
1406013,06-10-19,USER,Withdrawl,12456.9
1406013,06-16-19,USER,Deposit,30133.9
1406013,06-30-19,SYSTEM,Deposit,30289.4
1406013,07-10-19,USER,Withdrawl,19489.4
1406013,07-31-19,USER,Deposit,19614.9
1406013,08-09-19,USER,Withdrawl,15814.9
1406013,08-31-19,USER,Deposit,15940.5
1406013,09-08-19,USER,Withdrawl,13640.5
1406013,09-30-19,SYSTEM,Deposit,13766
1406013,10-08-19,USER,Withdrawl,12066
1406013,10-31-19,USER,Deposit,12191.6
1406013,12-07-19,USER,Withdrawl,12091.6
1406013,12-31-19,SYSTEM,Deposit,12217.1
,,,,
1406014,01-01-19,USER,Deposit,3757.3
1406014,01-05-19,USER,Deposit,10428.3
1406014,01-05-19,USER,Withdrawl,7128.3
1406014,01-10-19,USER,Withdrawl,6671.7
1406014,01-11-19,USER,Withdrawl,2171.7
1406014,01-26-19,USER,Deposit,45595.3
1406014,01-27-19,USER,Withdrawl,37195.3
1406014,01-31-19,USER,Withdrawl,22507.5
1406014,01-31-19,USER,Deposit,37233.5
1406014,01-31-19,USER,Withdrawl,22518.9
1406014,01-31-19,USER,Withdrawl,22503.5
1406014,02-28-19,USER,Deposit,22662
1406014,02-28-19,USER,Withdrawl,22647.4
1406014,03-02-19,USER,Withdrawl,17547.4
1406014,03-05-19,USER,Deposit,60657.4
1406014,03-06-19,USER,Deposit,88432.4
1406014,03-18-19,USER,Deposit,115777.4
1406014,03-18-19,USER,Withdrawl,57577.4
1406014,03-28-19,USER,Deposit,65186.4
1406014,03-31-19,SYSTEM,Deposit,65268.9
1406014,03-31-19,USER,Withdrawl,64954.3
1406014,04-01-19,USER,Withdrawl,33754.3
1406014,04-08-19,USER,Deposit,55380.3
1406014,04-11-19,USER,Deposit,102203.3
1406014,04-11-19,USER,Withdrawl,59503.3
1406014,04-26-19,USER,Withdrawl,57403.3
1406014,04-30-19,USER,Deposit,57352.9
1406014,04-30-19,USER,Withdrawl,57338.3
1406014,05-01-19,USER,Withdrawl,30738.3
1406014,05-03-19,USER,Deposit,42912.3
1406014,05-17-19,USER,Deposit,57792.3
1406014,05-20-19,USER,Deposit,97958.3
1406014,05-31-19,USER,Deposit,98228.4
1406014,05-31-19,USER,Withdrawl,46613.8
1406014,05-31-19,USER,Withdrawl,46213.8
1406014,06-02-19,USER,Deposit,85451.8
1406014,06-12-19,USER,Withdrawl,66141.8
1406014,06-12-19,USER,Deposit,110841.8
1406014,06-29-19,USER,Withdrawl,8841.8
1406014,06-30-19,SYSTEM,Deposit,9175.8
1406014,06-30-19,USER,Withdrawl,3261.2
1406014,06-30-19,USER,Withdrawl,3161.2
1406014,07-08-19,USER,Deposit,45247.2
1406014,07-25-19,USER,Deposit,53452.2
1406014,07-30-19,USER,Withdrawl,24952.2
1406014,07-31-19,USER,Deposit,25004.6
1406014,07-31-19,USER,Withdrawl,24990
1406014,08-08-19,USER,Deposit,56375
1406014,08-17-19,USER,Withdrawl,46475
1406014,08-29-19,USER,Withdrawl,22475
1406014,08-31-19,USER,Deposit,22612.1
1406014,08-31-19,USER,Withdrawl,22597.5
1406014,09-09-19,USER,Deposit,38990.5
1406014,09-18-19,USER,Withdrawl,20427.5
1406014,09-28-19,USER,Deposit,38764.5
1406014,09-28-19,USER,Withdrawl,18364.5
1406014,09-30-19,SYSTEM,Deposit,18458.7
1406014,09-30-19,USER,Withdrawl,18444.1
1406014,10-02-19,USER,Deposit,61116.1
1406014,10-15-19,USER,Deposit,66719.1
1406014,10-21-19,USER,Deposit,110676.1
1406014,10-21-19,USER,Deposit,114992.1
1406014,10-28-19,USER,Withdrawl,50876.1
1406014,10-31-19,USER,Deposit,79940.2
1406014,10-31-19,USER,Deposit,80017.1
1406014,10-31-19,USER,Withdrawl,79925.6
1406014,11-02-19,USER,Withdrawl,78219.6
1406014,11-02-19,USER,Deposit,122619.6
1406014,11-15-19,USER,Withdrawl,108704.6
1406014,11-15-19,USER,Deposit,142204.6
1406014,11-18-19,USER,Withdrawl,108908.6
1406014,11-18-19,USER,Deposit,146908.6
1406014,11-27-19,USER,Withdrawl,52708.6
1406014,11-30-19,USER,Deposit,53164.9
1406014,11-30-19,USER,Withdrawl,53150.3
1406014,12-13-19,USER,Deposit,82451.3
1406014,12-18-19,USER,Deposit,123359.3
1406014,12-18-19,USER,Withdrawl,106559.3
1406014,12-22-19,USER,Withdrawl,102959.3
1406014,12-27-19,USER,Withdrawl,49559.3
1406014,12-31-19,USER,Deposit,49848.4
1406014,12-31-19,SYSTEM,Withdrawl,49833.8
,,,,
1406015,01-05-19,USER,Withdrawl,21284
1406015,01-07-19,USER,Deposit,24291
1406015,01-12-19,USER,Withdrawl,22911
1406015,01-13-19,USER,Withdrawl,22551
1406015,01-14-19,USER,Withdrawl,21927
1406015,01-17-19,USER,Withdrawl,21297
1406015,01-21-19,USER,Withdrawl,20607
1406015,01-22-19,USER,Withdrawl,19947
1406015,01-28-19,USER,Withdrawl,19287
1406015,01-31-19,USER,Deposit,19375.6
1406015,01-31-19,USER,Withdrawl,19361
1406015,02-07-19,USER,Deposit,22368
1406015,02-12-19,USER,Withdrawl,20988
1406015,02-14-19,USER,Withdrawl,20364
1406015,02-28-19,USER,Deposit,20446.4
1406015,02-28-19,USER,Withdrawl,20431.8
1406015,03-07-19,USER,Deposit,23438.8
1406015,03-12-19,USER,Withdrawl,22058.8
1406015,03-13-19,USER,Withdrawl,21068.8
1406015,03-14-19,USER,Withdrawl,20444.8
1406015,03-31-19,SYSTEM,Deposit,20529.3
1406015,03-31-19,USER,Withdrawl,20514.7
1406015,04-05-19,USER,Withdrawl,20064.7
1406015,04-07-19,USER,Deposit,23071.7
1406015,04-12-19,USER,Withdrawl,21691.7
1406015,04-14-19,USER,Withdrawl,21067.7
1406015,04-30-19,USER,Deposit,21155.6
1406015,04-30-19,USER,Withdrawl,21141
1406015,05-07-19,USER,Deposit,24148
1406015,05-12-19,USER,Withdrawl,22768
1406015,05-14-19,USER,Withdrawl,22144
1406015,05-31-19,USER,Deposit,22233.9
1406015,05-31-19,USER,Withdrawl,22219.3
1406015,06-07-19,USER,Deposit,25226.3
1406015,06-12-19,USER,Withdrawl,23846.3
1406015,06-14-19,USER,Withdrawl,23222.3
1406015,06-23-19,USER,Withdrawl,22952.3
1406015,06-30-19,SYSTEM,Deposit,23046.3
1406015,07-12-19,USER,Withdrawl,14658.7
1406015,08-07-19,USER,Deposit,17124.7
1406015,09-30-19,SYSTEM,Deposit,23638.6
1406015,10-14-19,USER,Withdrawl,24627
1406015,11-12-19,USER,Withdrawl,25979.2
1406015,12-28-19,USER,Withdrawl,25666.5
1406015,12-31-19,SYSTEM,Deposit,25773.5
,,,,
,,,,
1406016,01-04-19,USER,Withdrawl,35313.4
1406016,01-05-19,USER,Deposit,50718.4
1406016,01-08-19,USER,Withdrawl,48418.4
1406016,01-09-19,USER,Withdrawl,44615.4
1406016,01-18-19,USER,Withdrawl,29415.4
1406016,01-21-19,USER,Withdrawl,28315.4
1406016,01-29-19,USER,Withdrawl,25715.4
1406016,01-31-19,USER,Deposit,25870.2
1406016,01-31-19,USER,Withdrawl,25855.6
1406016,02-05-19,USER,Deposit,41260.6
1406016,02-09-19,USER,Withdrawl,37457.6
1406016,02-20-19,USER,Withdrawl,34757.6
1406016,02-28-19,USER,Deposit,34896.1
1406016,02-28-19,USER,Withdrawl,34881.5
1406016,03-05-19,USER,Deposit,50286.5
1406016,03-09-19,USER,Withdrawl,46483.5
1406016,03-16-19,USER,Withdrawl,44543.5
1406016,03-16-19,USER,Withdrawl,43843.5
1406016,03-22-19,USER,Withdrawl,38843.5
1406016,03-31-19,SYSTEM,Deposit,39011.9
1406016,03-31-19,USER,Withdrawl,36697.3
1406016,03-31-19,USER,Withdrawl,35997.3
1406016,04-05-19,USER,Deposit,52102.3
1406016,04-09-19,USER,Withdrawl,48299.3
1406016,04-21-19,USER,Withdrawl,39899.3
1406016,04-30-19,USER,Deposit,40075.8
1406016,04-30-19,USER,Withdrawl,40061.2
1406016,05-05-19,USER,Deposit,55466.2
1406016,05-09-19,USER,Withdrawl,49263.2
1406016,05-09-19,USER,Withdrawl,43066.2
1406016,05-21-19,USER,Withdrawl,40363.2
1406016,05-31-19,USER,Deposit,40551.3
1406016,05-31-19,USER,Withdrawl,40536.7
1406016,06-05-19,USER,Deposit,63644.7
1406016,06-09-19,USER,Withdrawl,59841.7
1406016,06-11-19,USER,Withdrawl,24481.7
1406016,06-17-19,USER,Withdrawl,21961.7
1406016,06-18-19,USER,Withdrawl,19261.7
1406016,06-20-19,USER,Deposit,31461.7
1406016,06-26-19,USER,Withdrawl,27961.7
1406016,06-30-19,SYSTEM,Deposit,28097.5
1406016,06-30-19,USER,Withdrawl,28082.9
1406016,07-05-19,USER,Deposit,43487.9
1406016,07-09-19,USER,Withdrawl,39684.9
1406016,07-20-19,USER,Deposit,41584.9
1406016,07-31-19,USER,Deposit,41740.4
1406016,07-31-19,USER,Withdrawl,41725.8
1406016,08-05-19,USER,Deposit,57130.8
1406016,08-06-19,USER,Withdrawl,53030.8
1406016,08-09-19,USER,Withdrawl,49227.8
1406016,08-19-19,USER,Withdrawl,46727.8
1406016,08-31-19,USER,Deposit,46924.6
1406016,08-31-19,USER,Withdrawl,46910
1406016,09-01-19,USER,Withdrawl,43510
1406016,09-05-19,USER,Deposit,58915
1406016,09-09-19,USER,Withdrawl,55112
1406016,09-18-19,USER,Withdrawl,48112
1406016,09-30-19,SYSTEM,Deposit,48326
1406016,09-30-19,USER,Withdrawl,48311.4
1406016,10-04-19,USER,Withdrawl,45311.4
1406016,10-05-19,USER,Deposit,60716.4
1406016,10-09-19,USER,Withdrawl,56913.4
1406016,10-18-19,USER,Withdrawl,48113.4
1406016,10-31-19,USER,Deposit,48330.2
1406016,10-31-19,USER,Withdrawl,44515.6
1406016,10-31-19,USER,Withdrawl,42315.6
1406016,11-05-19,USER,Deposit,59920.6
1406016,11-09-19,USER,Withdrawl,56117.6
1406016,11-17-19,USER,Withdrawl,51917.6
1406016,11-28-19,USER,Withdrawl,49417.6
1406016,11-30-19,USER,Deposit,49628.5
1406016,11-30-19,USER,Withdrawl,49613.9
1406016,12-02-19,USER,Withdrawl,45293.9
1406016,12-05-19,USER,Deposit,68401.9
1406016,12-09-19,USER,Withdrawl,64598.9
1406016,12-17-19,USER,Withdrawl,53598.9
1406016,12-25-19,USER,Withdrawl,49798.9
1406016,12-31-19,SYSTEM,Deposit,50035.5
1406016,12-31-19,USER,Withdrawl,50020.9
,,,,
1406017,01-05-19,USER,Deposit,52649.8
1406017,01-08-19,USER,Withdrawl,39249.8
1406017,01-10-19,USER,Withdrawl,35149.8
1406017,01-10-19,USER,Deposit,36449.8
1406017,01-12-19,USER,Withdrawl,33149.8
1406017,01-14-19,USER,Withdrawl,29082.8
1406017,01-18-19,USER,Withdrawl,21682.8
1406017,01-21-19,USER,Withdrawl,20782.8
1406017,01-24-19,USER,Withdrawl,18882.8
1406017,01-27-19,USER,Withdrawl,16482.8
1406017,01-31-19,USER,Deposit,16595.1
1406017,01-31-19,USER,Withdrawl,16580.5
1406017,02-05-19,USER,Deposit,35051.5
1406017,02-07-19,USER,Withdrawl,29151.5
1406017,02-14-19,USER,Withdrawl,25084.5
1406017,02-19-19,USER,Withdrawl,20484.5
1406017,02-28-19,USER,Deposit,20578.6
1406017,02-28-19,USER,Withdrawl,20564
1406017,03-05-19,USER,Deposit,39035
1406017,03-09-19,USER,Withdrawl,29935
1406017,03-14-19,USER,Withdrawl,25868
1406017,03-31-19,SYSTEM,Deposit,25972.6
1406017,03-31-19,USER,Withdrawl,25958
1406017,04-05-19,USER,Deposit,44429
1406017,04-08-19,USER,Withdrawl,29929
1406017,04-11-19,USER,Withdrawl,27729
1406017,04-13-19,USER,Withdrawl,25329
1406017,04-14-19,USER,Withdrawl,21262
1406017,04-30-19,USER,Deposit,21360.8
1406017,04-30-19,USER,Withdrawl,21346.2
1406017,05-05-19,USER,Deposit,39817.2
1406017,05-08-19,USER,Withdrawl,28717.2
1406017,05-14-19,USER,Withdrawl,24650.2
1406017,05-31-19,USER,Deposit,24752.7
1406017,05-31-19,USER,Withdrawl,24738.1
1406017,06-05-19,USER,Deposit,52444.1
1406017,06-07-19,USER,Withdrawl,34744.1
1406017,06-11-19,USER,Withdrawl,16744.1
1406017,06-14-19,USER,Withdrawl,12677.1
1406017,06-30-19,SYSTEM,Deposit,12753.5
1406017,06-30-19,USER,Withdrawl,12738.9
1406017,07-05-19,USER,Deposit,31209.9
1406017,07-07-19,USER,Withdrawl,21309.9
1406017,07-14-19,USER,Withdrawl,17242.9
1406017,07-31-19,USER,Deposit,17314.5
1406017,07-31-19,USER,Withdrawl,17299.9
1406017,08-05-19,USER,Deposit,35770.9
1406017,08-06-19,USER,Withdrawl,23370.9
1406017,08-14-19,USER,Withdrawl,19303.9
1406017,08-29-19,USER,Withdrawl,14903.9
1406017,08-31-19,USER,Deposit,14985.2
1406017,08-31-19,USER,Withdrawl,14970.6
1406017,09-05-19,USER,Deposit,20241.6
1406017,09-05-19,USER,Deposit,33441.6
1406017,09-14-19,USER,Withdrawl,16174.6
1406017,09-30-19,USER,Deposit,16245.8
1406017,09-30-19,USER,Withdrawl,16231.2
1406017,10-05-19,USER,Deposit,22102.2
1406017,10-05-19,USER,Deposit,34702.2
1406017,10-14-19,USER,Withdrawl,18035.2
1406017,10-27-19,USER,Withdrawl,14235.2
1406017,10-31-19,USER,Deposit,14326.5
1406017,10-31-19,USER,Withdrawl,14311.9
1406017,11-05-19,USER,Deposit,32782.9
1406017,11-14-19,USER,Withdrawl,28715.9
1406017,11-30-19,USER,Deposit,28809
1406017,11-30-19,USER,Withdrawl,28794.4
1406017,12-03-19,USER,Withdrawl,24494.4
1406017,12-04-19,USER,Withdrawl,16994.4
1406017,12-05-19,USER,Deposit,44700.4
1406017,12-14-19,USER,Withdrawl,38433.4
1406017,12-14-19,USER,Deposit,42500.4
1406017,12-31-19,SYSTEM,Deposit,38593.8
1406017,12-31-19,USER,Withdrawl,38579.2
,,,,
1406018,01-21-19,USER,Deposit,42231
1406018,01-24-19,USER,Withdrawl,33731
1406018,01-26-19,USER,Deposit,40928
1406018,01-31-19,USER,Deposit,40970.1
1406018,02-04-19,USER,Deposit,46565.1
1406018,02-18-19,USER,Deposit,64567.1
1406018,02-23-19,USER,Withdrawl,45567.1
1406018,02-28-19,USER,Deposit,45759.3
1406018,03-25-19,USER,Withdrawl,34859.3
1406018,03-31-19,SYSTEM,Deposit,42135.7
1406018,03-31-19,USER,Withdrawl,42121.1
1406018,03-31-19,USER,Withdrawl,37048.7
1406018,04-05-19,USER,Withdrawl,36112.1
1406018,04-07-19,USER,Deposit,81353.1
1406018,04-14-19,USER,Deposit,88020.1
1406018,04-20-19,USER,Deposit,93703.1
1406018,04-24-19,USER,Withdrawl,59803.1
1406018,04-29-19,USER,Withdrawl,47549.1
1406018,04-30-19,USER,Withdrawl,47828.9
1406018,04-30-19,USER,Deposit,47843.5
1406018,05-01-19,USER,Deposit,69587.9
1406018,05-05-19,USER,Withdrawl,63578.9
1406018,05-06-19,USER,Withdrawl,51278.9
1406018,05-08-19,USER,Withdrawl,40364.9
1406018,05-09-19,USER,Deposit,78335.9
1406018,05-15-19,USER,Deposit,126763.9
1406018,05-15-19,USER,Withdrawl,105263.9
1406018,05-16-19,USER,Withdrawl,84030.9
1406018,05-20-19,USER,Deposit,114137.9
1406018,05-20-19,USER,Deposit,154253.9
1406018,05-20-19,USER,Withdrawl,118953.9
1406018,05-20-19,USER,Withdrawl,92553.9
1406018,05-24-19,USER,Withdrawl,60953.9
1406018,05-29-19,USER,Deposit,72805.9
1406018,05-31-19,USER,Withdrawl,72101.9
1406018,05-31-19,USER,Deposit,73116.5
1406018,06-05-19,USER,Withdrawl,67092.9
1406018,06-22-19,USER,Deposit,72840.9
1406018,06-23-19,USER,Withdrawl,48540.9
1406018,06-29-19,USER,Withdrawl,46740.9
1406018,06-30-19,USER,Withdrawl,45003
1406018,06-30-19,SYSTEM,Deposit,47017.6
1406018,07-02-19,USER,Withdrawl,25596
1406018,07-05-19,USER,Withdrawl,19587
1406018,07-12-19,USER,Deposit,41742
1406018,07-23-19,USER,Withdrawl,40042
1406018,07-26-19,USER,Withdrawl,35608
1406018,07-30-19,USER,Withdrawl,23008
1406018,07-31-19,USER,Withdrawl,22140.2
1406018,07-31-19,USER,Deposit,23154.8
1406018,08-04-19,USER,Deposit,35714.2
1406018,08-05-19,USER,Withdrawl,29705.2
1406018,08-06-19,USER,Deposit,56150.2
1406018,08-17-19,USER,Deposit,69177.2
1406018,08-22-19,USER,Withdrawl,53177.2
1406018,08-29-19,USER,Deposit,77480.2
1406018,08-31-19,USER,Withdrawl,71399.8
1406018,08-31-19,USER,Withdrawl,71314.4
1406018,08-31-19,USER,Deposit,77706.4
1406018,09-05-19,USER,Withdrawl,65390.8
1406018,09-12-19,USER,Deposit,92144.8
1406018,09-13-19,USER,Deposit,105891.8
1406018,09-20-19,USER,Deposit,147311.8
1406018,09-20-19,USER,Withdrawl,83611.8
1406018,09-21-19,USER,Withdrawl,59111.8
1406018,09-22-19,USER,Deposit,101816.8
1406018,09-25-19,USER,Withdrawl,93969.8
1406018,09-30-19,USER,Withdrawl,92327.7
1406018,09-30-19,SYSTEM,Deposit,94342.3
1406018,10-04-19,USER,Deposit,141211.7
1406018,10-04-19,USER,Withdrawl,76611.7
1406018,10-05-19,USER,Withdrawl,70602.7
1406018,10-15-19,USER,Deposit,80166.7
1406018,10-21-19,USER,Withdrawl,57766.7
1406018,10-26-19,USER,Withdrawl,48539.7
1406018,10-31-19,USER,Withdrawl,48510
1406018,10-31-19,USER,Deposit,48824.6
1406018,11-02-19,USER,Withdrawl,38582
